img,label
/home/timosk/FCN/CamVid/701_StillsRaw_full/0016E5_08095.png,/home/timosk/FCN/CamVid/Labeled_idx/0016E5_08095_L.png.npy
/home/timosk/FCN/CamVid/701_StillsRaw_full/Seq05VD_f04320.png,/home/timosk/FCN/CamVid/Labeled_idx/Seq05VD_f04320_L.png.npy
/home/timosk/FCN/CamVid/701_StillsRaw_full/0016E5_08147.png,/home/timosk/FCN/CamVid/Labeled_idx/0016E5_08147_L.png.npy
/home/timosk/FCN/CamVid/701_StillsRaw_full/0016E5_08123.png,/home/timosk/FCN/CamVid/Labeled_idx/0016E5_08123_L.png.npy
/home/timosk/FCN/CamVid/701_StillsRaw_full/0016E5_04920.png,/home/timosk/FCN/CamVid/Labeled_idx/0016E5_04920_L.png.npy
/home/timosk/FCN/CamVid/701_StillsRaw_full/0016E5_04680.png,/home/timosk/FCN/CamVid/Labeled_idx/0016E5_04680_L.png.npy
/home/timosk/FCN/CamVid/701_StillsRaw_full/0016E5_01590.png,/home/timosk/FCN/CamVid/Labeled_idx/0016E5_01590_L.png.npy
/home/timosk/FCN/CamVid/701_StillsRaw_full/0016E5_06990.png,/home/timosk/FCN/CamVid/Labeled_idx/0016E5_06990_L.png.npy
/home/timosk/FCN/CamVid/701_StillsRaw_full/Seq05VD_f01860.png,/home/timosk/FCN/CamVid/Labeled_idx/Seq05VD_f01860_L.png.npy
/home/timosk/FCN/CamVid/701_StillsRaw_full/0016E5_06540.png,/home/timosk/FCN/CamVid/Labeled_idx/0016E5_06540_L.png.npy
/home/timosk/FCN/CamVid/701_StillsRaw_full/0001TP_008280.png,/home/timosk/FCN/CamVid/Labeled_idx/0001TP_008280_L.png.npy
/home/timosk/FCN/CamVid/701_StillsRaw_full/0016E5_02310.png,/home/timosk/FCN/CamVid/Labeled_idx/0016E5_02310_L.png.npy
/home/timosk/FCN/CamVid/701_StillsRaw_full/0016E5_01170.png,/home/timosk/FCN/CamVid/Labeled_idx/0016E5_01170_L.png.npy
/home/timosk/FCN/CamVid/701_StillsRaw_full/Seq05VD_f03450.png,/home/timosk/FCN/CamVid/Labeled_idx/Seq05VD_f03450_L.png.npy
/home/timosk/FCN/CamVid/701_StillsRaw_full/0016E5_07800.png,/home/timosk/FCN/CamVid/Labeled_idx/0016E5_07800_L.png.npy
/home/timosk/FCN/CamVid/701_StillsRaw_full/0016E5_07860.png,/home/timosk/FCN/CamVid/Labeled_idx/0016E5_07860_L.png.npy
/home/timosk/FCN/CamVid/701_StillsRaw_full/0001TP_007650.png,/home/timosk/FCN/CamVid/Labeled_idx/0001TP_007650_L.png.npy
/home/timosk/FCN/CamVid/701_StillsRaw_full/0006R0_f01800.png,/home/timosk/FCN/CamVid/Labeled_idx/0006R0_f01800_L.png.npy
/home/timosk/FCN/CamVid/701_StillsRaw_full/0016E5_07200.png,/home/timosk/FCN/CamVid/Labeled_idx/0016E5_07200_L.png.npy
/home/timosk/FCN/CamVid/701_StillsRaw_full/0001TP_009210.png,/home/timosk/FCN/CamVid/Labeled_idx/0001TP_009210_L.png.npy
/home/timosk/FCN/CamVid/701_StillsRaw_full/Seq05VD_f01590.png,/home/timosk/FCN/CamVid/Labeled_idx/Seq05VD_f01590_L.png.npy
/home/timosk/FCN/CamVid/701_StillsRaw_full/0016E5_06300.png,/home/timosk/FCN/CamVid/Labeled_idx/0016E5_06300_L.png.npy
/home/timosk/FCN/CamVid/701_StillsRaw_full/0006R0_f02640.png,/home/timosk/FCN/CamVid/Labeled_idx/0006R0_f02640_L.png.npy
/home/timosk/FCN/CamVid/701_StillsRaw_full/0006R0_f03270.png,/home/timosk/FCN/CamVid/Labeled_idx/0006R0_f03270_L.png.npy
/home/timosk/FCN/CamVid/701_StillsRaw_full/0016E5_08079.png,/home/timosk/FCN/CamVid/Labeled_idx/0016E5_08079_L.png.npy
/home/timosk/FCN/CamVid/701_StillsRaw_full/0016E5_01740.png,/home/timosk/FCN/CamVid/Labeled_idx/0016E5_01740_L.png.npy
/home/timosk/FCN/CamVid/701_StillsRaw_full/0016E5_05460.png,/home/timosk/FCN/CamVid/Labeled_idx/0016E5_05460_L.png.npy
/home/timosk/FCN/CamVid/701_StillsRaw_full/Seq05VD_f03120.png,/home/timosk/FCN/CamVid/Labeled_idx/Seq05VD_f03120_L.png.npy
/home/timosk/FCN/CamVid/701_StillsRaw_full/Seq05VD_f04530.png,/home/timosk/FCN/CamVid/Labeled_idx/Seq05VD_f04530_L.png.npy
/home/timosk/FCN/CamVid/701_StillsRaw_full/0016E5_01950.png,/home/timosk/FCN/CamVid/Labeled_idx/0016E5_01950_L.png.npy
/home/timosk/FCN/CamVid/701_StillsRaw_full/0001TP_010350.png,/home/timosk/FCN/CamVid/Labeled_idx/0001TP_010350_L.png.npy
/home/timosk/FCN/CamVid/701_StillsRaw_full/0006R0_f01170.png,/home/timosk/FCN/CamVid/Labeled_idx/0006R0_f01170_L.png.npy
/home/timosk/FCN/CamVid/701_StillsRaw_full/0016E5_08340.png,/home/timosk/FCN/CamVid/Labeled_idx/0016E5_08340_L.png.npy
/home/timosk/FCN/CamVid/701_StillsRaw_full/0016E5_06660.png,/home/timosk/FCN/CamVid/Labeled_idx/0016E5_06660_L.png.npy
/home/timosk/FCN/CamVid/701_StillsRaw_full/0016E5_00510.png,/home/timosk/FCN/CamVid/Labeled_idx/0016E5_00510_L.png.npy
/home/timosk/FCN/CamVid/701_StillsRaw_full/Seq05VD_f03690.png,/home/timosk/FCN/CamVid/Labeled_idx/Seq05VD_f03690_L.png.npy
/home/timosk/FCN/CamVid/701_StillsRaw_full/0016E5_08063.png,/home/timosk/FCN/CamVid/Labeled_idx/0016E5_08063_L.png.npy
/home/timosk/FCN/CamVid/701_StillsRaw_full/0016E5_08089.png,/home/timosk/FCN/CamVid/Labeled_idx/0016E5_08089_L.png.npy
/home/timosk/FCN/CamVid/701_StillsRaw_full/0001TP_010260.png,/home/timosk/FCN/CamVid/Labeled_idx/0001TP_010260_L.png.npy
/home/timosk/FCN/CamVid/701_StillsRaw_full/0016E5_05250.png,/home/timosk/FCN/CamVid/Labeled_idx/0016E5_05250_L.png.npy
/home/timosk/FCN/CamVid/701_StillsRaw_full/0016E5_02040.png,/home/timosk/FCN/CamVid/Labeled_idx/0016E5_02040_L.png.npy
/home/timosk/FCN/CamVid/701_StillsRaw_full/Seq05VD_f01740.png,/home/timosk/FCN/CamVid/Labeled_idx/Seq05VD_f01740_L.png.npy
/home/timosk/FCN/CamVid/701_StillsRaw_full/0001TP_009450.png,/home/timosk/FCN/CamVid/Labeled_idx/0001TP_009450_L.png.npy
/home/timosk/FCN/CamVid/701_StillsRaw_full/0001TP_008460.png,/home/timosk/FCN/CamVid/Labeled_idx/0001TP_008460_L.png.npy
/home/timosk/FCN/CamVid/701_StillsRaw_full/0006R0_f03870.png,/home/timosk/FCN/CamVid/Labeled_idx/0006R0_f03870_L.png.npy
/home/timosk/FCN/CamVid/701_StillsRaw_full/0016E5_08121.png,/home/timosk/FCN/CamVid/Labeled_idx/0016E5_08121_L.png.npy
/home/timosk/FCN/CamVid/701_StillsRaw_full/Seq05VD_f04830.png,/home/timosk/FCN/CamVid/Labeled_idx/Seq05VD_f04830_L.png.npy
/home/timosk/FCN/CamVid/701_StillsRaw_full/Seq05VD_f04650.png,/home/timosk/FCN/CamVid/Labeled_idx/Seq05VD_f04650_L.png.npy
/home/timosk/FCN/CamVid/701_StillsRaw_full/0001TP_008730.png,/home/timosk/FCN/CamVid/Labeled_idx/0001TP_008730_L.png.npy
/home/timosk/FCN/CamVid/701_StillsRaw_full/0006R0_f02940.png,/home/timosk/FCN/CamVid/Labeled_idx/0006R0_f02940_L.png.npy
/home/timosk/FCN/CamVid/701_StillsRaw_full/0001TP_007260.png,/home/timosk/FCN/CamVid/Labeled_idx/0001TP_007260_L.png.npy
/home/timosk/FCN/CamVid/701_StillsRaw_full/0001TP_006930.png,/home/timosk/FCN/CamVid/Labeled_idx/0001TP_006930_L.png.npy
/home/timosk/FCN/CamVid/701_StillsRaw_full/0016E5_06450.png,/home/timosk/FCN/CamVid/Labeled_idx/0016E5_06450_L.png.npy
/home/timosk/FCN/CamVid/701_StillsRaw_full/0001TP_008760.png,/home/timosk/FCN/CamVid/Labeled_idx/0001TP_008760_L.png.npy
/home/timosk/FCN/CamVid/701_StillsRaw_full/0001TP_009960.png,/home/timosk/FCN/CamVid/Labeled_idx/0001TP_009960_L.png.npy
/home/timosk/FCN/CamVid/701_StillsRaw_full/0006R0_f01680.png,/home/timosk/FCN/CamVid/Labeled_idx/0006R0_f01680_L.png.npy
/home/timosk/FCN/CamVid/701_StillsRaw_full/0001TP_007530.png,/home/timosk/FCN/CamVid/Labeled_idx/0001TP_007530_L.png.npy
/home/timosk/FCN/CamVid/701_StillsRaw_full/0001TP_006960.png,/home/timosk/FCN/CamVid/Labeled_idx/0001TP_006960_L.png.npy
/home/timosk/FCN/CamVid/701_StillsRaw_full/0006R0_f01830.png,/home/timosk/FCN/CamVid/Labeled_idx/0006R0_f01830_L.png.npy
/home/timosk/FCN/CamVid/701_StillsRaw_full/Seq05VD_f03780.png,/home/timosk/FCN/CamVid/Labeled_idx/Seq05VD_f03780_L.png.npy
/home/timosk/FCN/CamVid/701_StillsRaw_full/0006R0_f02430.png,/home/timosk/FCN/CamVid/Labeled_idx/0006R0_f02430_L.png.npy
/home/timosk/FCN/CamVid/701_StillsRaw_full/Seq05VD_f04950.png,/home/timosk/FCN/CamVid/Labeled_idx/Seq05VD_f04950_L.png.npy
/home/timosk/FCN/CamVid/701_StillsRaw_full/Seq05VD_f00240.png,/home/timosk/FCN/CamVid/Labeled_idx/Seq05VD_f00240_L.png.npy
/home/timosk/FCN/CamVid/701_StillsRaw_full/Seq05VD_f03870.png,/home/timosk/FCN/CamVid/Labeled_idx/Seq05VD_f03870_L.png.npy
/home/timosk/FCN/CamVid/701_StillsRaw_full/0001TP_009330.png,/home/timosk/FCN/CamVid/Labeled_idx/0001TP_009330_L.png.npy
/home/timosk/FCN/CamVid/701_StillsRaw_full/Seq05VD_f00930.png,/home/timosk/FCN/CamVid/Labeled_idx/Seq05VD_f00930_L.png.npy
/home/timosk/FCN/CamVid/701_StillsRaw_full/0006R0_f03750.png,/home/timosk/FCN/CamVid/Labeled_idx/0006R0_f03750_L.png.npy
/home/timosk/FCN/CamVid/701_StillsRaw_full/0016E5_01140.png,/home/timosk/FCN/CamVid/Labeled_idx/0016E5_01140_L.png.npy
/home/timosk/FCN/CamVid/701_StillsRaw_full/0016E5_08019.png,/home/timosk/FCN/CamVid/Labeled_idx/0016E5_08019_L.png.npy
/home/timosk/FCN/CamVid/701_StillsRaw_full/Seq05VD_f00540.png,/home/timosk/FCN/CamVid/Labeled_idx/Seq05VD_f00540_L.png.npy
/home/timosk/FCN/CamVid/701_StillsRaw_full/Seq05VD_f00210.png,/home/timosk/FCN/CamVid/Labeled_idx/Seq05VD_f00210_L.png.npy
/home/timosk/FCN/CamVid/701_StillsRaw_full/0001TP_007920.png,/home/timosk/FCN/CamVid/Labeled_idx/0001TP_007920_L.png.npy
/home/timosk/FCN/CamVid/701_StillsRaw_full/0001TP_008970.png,/home/timosk/FCN/CamVid/Labeled_idx/0001TP_008970_L.png.npy
/home/timosk/FCN/CamVid/701_StillsRaw_full/0001TP_007590.png,/home/timosk/FCN/CamVid/Labeled_idx/0001TP_007590_L.png.npy
/home/timosk/FCN/CamVid/701_StillsRaw_full/Seq05VD_f01140.png,/home/timosk/FCN/CamVid/Labeled_idx/Seq05VD_f01140_L.png.npy
/home/timosk/FCN/CamVid/701_StillsRaw_full/0006R0_f01860.png,/home/timosk/FCN/CamVid/Labeled_idx/0006R0_f01860_L.png.npy
/home/timosk/FCN/CamVid/701_StillsRaw_full/0006R0_f02820.png,/home/timosk/FCN/CamVid/Labeled_idx/0006R0_f02820_L.png.npy
/home/timosk/FCN/CamVid/701_StillsRaw_full/0016E5_06690.png,/home/timosk/FCN/CamVid/Labeled_idx/0016E5_06690_L.png.npy
/home/timosk/FCN/CamVid/701_StillsRaw_full/0001TP_008400.png,/home/timosk/FCN/CamVid/Labeled_idx/0001TP_008400_L.png.npy
/home/timosk/FCN/CamVid/701_StillsRaw_full/0006R0_f01320.png,/home/timosk/FCN/CamVid/Labeled_idx/0006R0_f01320_L.png.npy
/home/timosk/FCN/CamVid/701_StillsRaw_full/0016E5_04620.png,/home/timosk/FCN/CamVid/Labeled_idx/0016E5_04620_L.png.npy
/home/timosk/FCN/CamVid/701_StillsRaw_full/0006R0_f01710.png,/home/timosk/FCN/CamVid/Labeled_idx/0006R0_f01710_L.png.npy
/home/timosk/FCN/CamVid/701_StillsRaw_full/Seq05VD_f00330.png,/home/timosk/FCN/CamVid/Labeled_idx/Seq05VD_f00330_L.png.npy
/home/timosk/FCN/CamVid/701_StillsRaw_full/0016E5_04440.png,/home/timosk/FCN/CamVid/Labeled_idx/0016E5_04440_L.png.npy
/home/timosk/FCN/CamVid/701_StillsRaw_full/0016E5_06810.png,/home/timosk/FCN/CamVid/Labeled_idx/0016E5_06810_L.png.npy
/home/timosk/FCN/CamVid/701_StillsRaw_full/Seq05VD_f00060.png,/home/timosk/FCN/CamVid/Labeled_idx/Seq05VD_f00060_L.png.npy
/home/timosk/FCN/CamVid/701_StillsRaw_full/0006R0_f03450.png,/home/timosk/FCN/CamVid/Labeled_idx/0006R0_f03450_L.png.npy
/home/timosk/FCN/CamVid/701_StillsRaw_full/0006R0_f01200.png,/home/timosk/FCN/CamVid/Labeled_idx/0006R0_f01200_L.png.npy
/home/timosk/FCN/CamVid/701_StillsRaw_full/Seq05VD_f01620.png,/home/timosk/FCN/CamVid/Labeled_idx/Seq05VD_f01620_L.png.npy
/home/timosk/FCN/CamVid/701_StillsRaw_full/0001TP_008340.png,/home/timosk/FCN/CamVid/Labeled_idx/0001TP_008340_L.png.npy
/home/timosk/FCN/CamVid/701_StillsRaw_full/0016E5_08490.png,/home/timosk/FCN/CamVid/Labeled_idx/0016E5_08490_L.png.npy
/home/timosk/FCN/CamVid/701_StillsRaw_full/Seq05VD_f01170.png,/home/timosk/FCN/CamVid/Labeled_idx/Seq05VD_f01170_L.png.npy
/home/timosk/FCN/CamVid/701_StillsRaw_full/0016E5_08015.png,/home/timosk/FCN/CamVid/Labeled_idx/0016E5_08015_L.png.npy
/home/timosk/FCN/CamVid/701_StillsRaw_full/0001TP_006870.png,/home/timosk/FCN/CamVid/Labeled_idx/0001TP_006870_L.png.npy
/home/timosk/FCN/CamVid/701_StillsRaw_full/0016E5_08099.png,/home/timosk/FCN/CamVid/Labeled_idx/0016E5_08099_L.png.npy
/home/timosk/FCN/CamVid/701_StillsRaw_full/Seq05VD_f00660.png,/home/timosk/FCN/CamVid/Labeled_idx/Seq05VD_f00660_L.png.npy
/home/timosk/FCN/CamVid/701_StillsRaw_full/0016E5_08067.png,/home/timosk/FCN/CamVid/Labeled_idx/0016E5_08067_L.png.npy
/home/timosk/FCN/CamVid/701_StillsRaw_full/Seq05VD_f04440.png,/home/timosk/FCN/CamVid/Labeled_idx/Seq05VD_f04440_L.png.npy
/home/timosk/FCN/CamVid/701_StillsRaw_full/Seq05VD_f04080.png,/home/timosk/FCN/CamVid/Labeled_idx/Seq05VD_f04080_L.png.npy
/home/timosk/FCN/CamVid/701_StillsRaw_full/0016E5_07989.png,/home/timosk/FCN/CamVid/Labeled_idx/0016E5_07989_L.png.npy
/home/timosk/FCN/CamVid/701_StillsRaw_full/0001TP_008250.png,/home/timosk/FCN/CamVid/Labeled_idx/0001TP_008250_L.png.npy
/home/timosk/FCN/CamVid/701_StillsRaw_full/Seq05VD_f03090.png,/home/timosk/FCN/CamVid/Labeled_idx/Seq05VD_f03090_L.png.npy
/home/timosk/FCN/CamVid/701_StillsRaw_full/0016E5_06390.png,/home/timosk/FCN/CamVid/Labeled_idx/0016E5_06390_L.png.npy
/home/timosk/FCN/CamVid/701_StillsRaw_full/0006R0_f03600.png,/home/timosk/FCN/CamVid/Labeled_idx/0006R0_f03600_L.png.npy
/home/timosk/FCN/CamVid/701_StillsRaw_full/Seq05VD_f00000.png,/home/timosk/FCN/CamVid/Labeled_idx/Seq05VD_f00000_L.png.npy
/home/timosk/FCN/CamVid/701_StillsRaw_full/0016E5_05040.png,/home/timosk/FCN/CamVid/Labeled_idx/0016E5_05040_L.png.npy
/home/timosk/FCN/CamVid/701_StillsRaw_full/0016E5_08025.png,/home/timosk/FCN/CamVid/Labeled_idx/0016E5_08025_L.png.npy
/home/timosk/FCN/CamVid/701_StillsRaw_full/0016E5_05400.png,/home/timosk/FCN/CamVid/Labeled_idx/0016E5_05400_L.png.npy
/home/timosk/FCN/CamVid/701_StillsRaw_full/0001TP_008040.png,/home/timosk/FCN/CamVid/Labeled_idx/0001TP_008040_L.png.npy
/home/timosk/FCN/CamVid/701_StillsRaw_full/0006R0_f03510.png,/home/timosk/FCN/CamVid/Labeled_idx/0006R0_f03510_L.png.npy
/home/timosk/FCN/CamVid/701_StillsRaw_full/0006R0_f03240.png,/home/timosk/FCN/CamVid/Labeled_idx/0006R0_f03240_L.png.npy
/home/timosk/FCN/CamVid/701_StillsRaw_full/0001TP_007410.png,/home/timosk/FCN/CamVid/Labeled_idx/0001TP_007410_L.png.npy
/home/timosk/FCN/CamVid/701_StillsRaw_full/0016E5_06330.png,/home/timosk/FCN/CamVid/Labeled_idx/0016E5_06330_L.png.npy
/home/timosk/FCN/CamVid/701_StillsRaw_full/0006R0_f02850.png,/home/timosk/FCN/CamVid/Labeled_idx/0006R0_f02850_L.png.npy
/home/timosk/FCN/CamVid/701_StillsRaw_full/0016E5_00750.png,/home/timosk/FCN/CamVid/Labeled_idx/0016E5_00750_L.png.npy
/home/timosk/FCN/CamVid/701_StillsRaw_full/0016E5_06720.png,/home/timosk/FCN/CamVid/Labeled_idx/0016E5_06720_L.png.npy
/home/timosk/FCN/CamVid/701_StillsRaw_full/Seq05VD_f02850.png,/home/timosk/FCN/CamVid/Labeled_idx/Seq05VD_f02850_L.png.npy
/home/timosk/FCN/CamVid/701_StillsRaw_full/0016E5_06270.png,/home/timosk/FCN/CamVid/Labeled_idx/0016E5_06270_L.png.npy
/home/timosk/FCN/CamVid/701_StillsRaw_full/0016E5_02100.png,/home/timosk/FCN/CamVid/Labeled_idx/0016E5_02100_L.png.npy
/home/timosk/FCN/CamVid/701_StillsRaw_full/0016E5_08053.png,/home/timosk/FCN/CamVid/Labeled_idx/0016E5_08053_L.png.npy
/home/timosk/FCN/CamVid/701_StillsRaw_full/Seq05VD_f03930.png,/home/timosk/FCN/CamVid/Labeled_idx/Seq05VD_f03930_L.png.npy
/home/timosk/FCN/CamVid/701_StillsRaw_full/Seq05VD_f02910.png,/home/timosk/FCN/CamVid/Labeled_idx/Seq05VD_f02910_L.png.npy
/home/timosk/FCN/CamVid/701_StillsRaw_full/0001TP_009930.png,/home/timosk/FCN/CamVid/Labeled_idx/0001TP_009930_L.png.npy
/home/timosk/FCN/CamVid/701_StillsRaw_full/0016E5_07977.png,/home/timosk/FCN/CamVid/Labeled_idx/0016E5_07977_L.png.npy
/home/timosk/FCN/CamVid/701_StillsRaw_full/0016E5_07230.png,/home/timosk/FCN/CamVid/Labeled_idx/0016E5_07230_L.png.npy
/home/timosk/FCN/CamVid/701_StillsRaw_full/Seq05VD_f03960.png,/home/timosk/FCN/CamVid/Labeled_idx/Seq05VD_f03960_L.png.npy
/home/timosk/FCN/CamVid/701_StillsRaw_full/0016E5_07920.png,/home/timosk/FCN/CamVid/Labeled_idx/0016E5_07920_L.png.npy
/home/timosk/FCN/CamVid/701_StillsRaw_full/0016E5_01020.png,/home/timosk/FCN/CamVid/Labeled_idx/0016E5_01020_L.png.npy
/home/timosk/FCN/CamVid/701_StillsRaw_full/0006R0_f02610.png,/home/timosk/FCN/CamVid/Labeled_idx/0006R0_f02610_L.png.npy
/home/timosk/FCN/CamVid/701_StillsRaw_full/0016E5_08065.png,/home/timosk/FCN/CamVid/Labeled_idx/0016E5_08065_L.png.npy
/home/timosk/FCN/CamVid/701_StillsRaw_full/0016E5_06060.png,/home/timosk/FCN/CamVid/Labeled_idx/0016E5_06060_L.png.npy
/home/timosk/FCN/CamVid/701_StillsRaw_full/0016E5_08023.png,/home/timosk/FCN/CamVid/Labeled_idx/0016E5_08023_L.png.npy
/home/timosk/FCN/CamVid/701_StillsRaw_full/0016E5_05370.png,/home/timosk/FCN/CamVid/Labeled_idx/0016E5_05370_L.png.npy
/home/timosk/FCN/CamVid/701_StillsRaw_full/0006R0_f02370.png,/home/timosk/FCN/CamVid/Labeled_idx/0006R0_f02370_L.png.npy
/home/timosk/FCN/CamVid/701_StillsRaw_full/Seq05VD_f03840.png,/home/timosk/FCN/CamVid/Labeled_idx/Seq05VD_f03840_L.png.npy
/home/timosk/FCN/CamVid/701_StillsRaw_full/0001TP_008640.png,/home/timosk/FCN/CamVid/Labeled_idx/0001TP_008640_L.png.npy
/home/timosk/FCN/CamVid/701_StillsRaw_full/0001TP_009360.png,/home/timosk/FCN/CamVid/Labeled_idx/0001TP_009360_L.png.npy
/home/timosk/FCN/CamVid/701_StillsRaw_full/0016E5_08045.png,/home/timosk/FCN/CamVid/Labeled_idx/0016E5_08045_L.png.npy
/home/timosk/FCN/CamVid/701_StillsRaw_full/0016E5_08190.png,/home/timosk/FCN/CamVid/Labeled_idx/0016E5_08190_L.png.npy
/home/timosk/FCN/CamVid/701_StillsRaw_full/Seq05VD_f02280.png,/home/timosk/FCN/CamVid/Labeled_idx/Seq05VD_f02280_L.png.npy
/home/timosk/FCN/CamVid/701_StillsRaw_full/0001TP_007980.png,/home/timosk/FCN/CamVid/Labeled_idx/0001TP_007980_L.png.npy
/home/timosk/FCN/CamVid/701_StillsRaw_full/0016E5_00390.png,/home/timosk/FCN/CamVid/Labeled_idx/0016E5_00390_L.png.npy
/home/timosk/FCN/CamVid/701_StillsRaw_full/0001TP_008310.png,/home/timosk/FCN/CamVid/Labeled_idx/0001TP_008310_L.png.npy
/home/timosk/FCN/CamVid/701_StillsRaw_full/0006R0_f01050.png,/home/timosk/FCN/CamVid/Labeled_idx/0006R0_f01050_L.png.npy
/home/timosk/FCN/CamVid/701_StillsRaw_full/Seq05VD_f00150.png,/home/timosk/FCN/CamVid/Labeled_idx/Seq05VD_f00150_L.png.npy
/home/timosk/FCN/CamVid/701_StillsRaw_full/Seq05VD_f02520.png,/home/timosk/FCN/CamVid/Labeled_idx/Seq05VD_f02520_L.png.npy
/home/timosk/FCN/CamVid/701_StillsRaw_full/0016E5_06000.png,/home/timosk/FCN/CamVid/Labeled_idx/0016E5_06000_L.png.npy
/home/timosk/FCN/CamVid/701_StillsRaw_full/0016E5_05520.png,/home/timosk/FCN/CamVid/Labeled_idx/0016E5_05520_L.png.npy
/home/timosk/FCN/CamVid/701_StillsRaw_full/0016E5_06210.png,/home/timosk/FCN/CamVid/Labeled_idx/0016E5_06210_L.png.npy
/home/timosk/FCN/CamVid/701_StillsRaw_full/Seq05VD_f04920.png,/home/timosk/FCN/CamVid/Labeled_idx/Seq05VD_f04920_L.png.npy
/home/timosk/FCN/CamVid/701_StillsRaw_full/0016E5_08059.png,/home/timosk/FCN/CamVid/Labeled_idx/0016E5_08059_L.png.npy
/home/timosk/FCN/CamVid/701_StillsRaw_full/0006R0_f03690.png,/home/timosk/FCN/CamVid/Labeled_idx/0006R0_f03690_L.png.npy
/home/timosk/FCN/CamVid/701_StillsRaw_full/Seq05VD_f02790.png,/home/timosk/FCN/CamVid/Labeled_idx/Seq05VD_f02790_L.png.npy
/home/timosk/FCN/CamVid/701_StillsRaw_full/0016E5_07410.png,/home/timosk/FCN/CamVid/Labeled_idx/0016E5_07410_L.png.npy
/home/timosk/FCN/CamVid/701_StillsRaw_full/0016E5_07973.png,/home/timosk/FCN/CamVid/Labeled_idx/0016E5_07973_L.png.npy
/home/timosk/FCN/CamVid/701_StillsRaw_full/Seq05VD_f03570.png,/home/timosk/FCN/CamVid/Labeled_idx/Seq05VD_f03570_L.png.npy
/home/timosk/FCN/CamVid/701_StillsRaw_full/0016E5_05610.png,/home/timosk/FCN/CamVid/Labeled_idx/0016E5_05610_L.png.npy
/home/timosk/FCN/CamVid/701_StillsRaw_full/Seq05VD_f03210.png,/home/timosk/FCN/CamVid/Labeled_idx/Seq05VD_f03210_L.png.npy
/home/timosk/FCN/CamVid/701_StillsRaw_full/0016E5_06930.png,/home/timosk/FCN/CamVid/Labeled_idx/0016E5_06930_L.png.npy
/home/timosk/FCN/CamVid/701_StillsRaw_full/0016E5_05970.png,/home/timosk/FCN/CamVid/Labeled_idx/0016E5_05970_L.png.npy
/home/timosk/FCN/CamVid/701_StillsRaw_full/0016E5_07380.png,/home/timosk/FCN/CamVid/Labeled_idx/0016E5_07380_L.png.npy
/home/timosk/FCN/CamVid/701_StillsRaw_full/0016E5_08085.png,/home/timosk/FCN/CamVid/Labeled_idx/0016E5_08085_L.png.npy
/home/timosk/FCN/CamVid/701_StillsRaw_full/0016E5_02340.png,/home/timosk/FCN/CamVid/Labeled_idx/0016E5_02340_L.png.npy
/home/timosk/FCN/CamVid/701_StillsRaw_full/0016E5_08137.png,/home/timosk/FCN/CamVid/Labeled_idx/0016E5_08137_L.png.npy
